Species,Latitude,Longitude,Tavg,PrecipTotal,DewPoint,R_Humid,day,month,year,loc_weight,WnvPresent
CULEX PIPIENS/RESTUANS,41.725517,-87.61425799999998,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.719059,-87.675088,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09907513245813279,0
CULEX PIPIENS/RESTUANS,41.719059,-87.675088,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09907513245813279,0
CULEX PIPIENS,41.717753,-87.531657,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09842108758634316,0
CULEX PIPIENS/RESTUANS,41.717753,-87.531657,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09842108758634316,0
CULEX PIPIENS,41.778297,-87.752411,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX TERRITANS,41.778297,-87.752411,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.878114,-87.629798,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.644612,-87.60449799999998,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX RESTUANS,41.644612,-87.60449799999998,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.891126,-87.61156,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09775960541868188,0
CULEX PIPIENS/RESTUANS,41.891126,-87.61156,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09775960541868188,0
CULEX RESTUANS,41.891126,-87.61156,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09775960541868188,0
CULEX TERRITANS,41.891126,-87.61156,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09775960541868188,0
CULEX PIPIENS,41.702724,-87.536497,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.702724,-87.536497,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.750498,-87.605294,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09913027551489005,0
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09913027551489005,0
CULEX PIPIENS,41.723195,-87.64997,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.868077,-87.666901,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.1,0
CULEX PIPIENS,41.825902,-87.667827,66.78571428571429,0.0671428571428571,51.64285714285714,58.22487901146409,4,10,2007,0.09963213844995802,0
CULEX PIPIENS,41.704572,-87.56566600000002,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.704572,-87.56566600000002,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS,41.680946,-87.535198,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.686398,-87.531635,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS,41.659112,-87.53869300000002,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.659112,-87.53869300000002,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.98480900000001,-87.728492,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.09802372562380718,0
CULEX PIPIENS,41.729669,-87.582699,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.729669,-87.582699,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS,41.740641,-87.546587,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX TERRITANS,41.740641,-87.546587,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS,41.673408,-87.599862,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS,41.737052,-87.54306700000002,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.0994972941118323,0
CULEX PIPIENS,41.72646500000001,-87.585413,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.72646500000001,-87.585413,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS,41.678618,-87.559308,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,71.92857142857143,0.004285714285714254,57.85714285714285,61.231599854966,9,10,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.773215,-87.60088,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.903002,-87.68826700000002,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.9216,-87.666455,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.911824,-87.726737,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.720848,-87.666014,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.921965,-87.632085,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.846075,-87.716277,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.800737,-87.71188000000002,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.680946,-87.535198,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.822536,-87.66634300000003,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS,41.659112,-87.53869300000002,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.659112,-87.53869300000002,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS,41.662014,-87.72460799999998,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.662014,-87.72460799999998,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.662014,-87.72460799999998,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.963976,-87.69181,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.801498,-87.763416,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.803423,-87.642984,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.798697,-87.736812,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.960616,-87.777189,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.991429,-87.747113,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.776156,-87.778927,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,42.008314,-87.77792099999998,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.916265,-87.800515,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,42.01743,-87.68776899999997,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,42.01743,-87.68776899999997,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.754292,-87.590773,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.99247800000001,-87.862995,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.974689,-87.890615,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.750498,-87.605294,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS,41.673408,-87.599862,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.673408,-87.599862,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.72646500000001,-87.585413,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.72646500000001,-87.585413,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX RESTUANS,41.868077,-87.666901,63.0,0.23214285714285715,50.07142857142857,62.68129328862923,28,5,2009,0.0,0
CULEX PIPIENS,41.773215,-87.60088,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09768581443051777,0
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09768581443051777,0
CULEX RESTUANS,41.773215,-87.60088,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09768581443051777,0
CULEX PIPIENS,41.89923,-87.716788,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09712306512934646,0
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09712306512934646,0
CULEX PIPIENS,41.903002,-87.68826700000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.903002,-87.68826700000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX RESTUANS,41.903002,-87.68826700000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09872860198993429,0
CULEX RESTUANS,41.896282,-87.655232,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09694764421143287,0
CULEX PIPIENS/RESTUANS,42.010412,-87.66214000000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09140570945045814,0
CULEX RESTUANS,42.010412,-87.66214000000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09140570945045814,0
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09863430826318917,0
CULEX PIPIENS/RESTUANS,41.907645,-87.760886,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09941440831631618,0
CULEX PIPIENS,41.911824,-87.726737,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09696086258290204,0
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09696086258290204,0
CULEX RESTUANS,41.911824,-87.726737,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09696086258290204,0
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09588223916673397,0
CULEX RESTUANS,41.720848,-87.666014,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09588223916673397,0
CULEX PIPIENS,41.921965,-87.632085,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09407040263339717,0
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09407040263339717,0
CULEX RESTUANS,41.921965,-87.632085,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09407040263339717,0
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09319357324288269,0
CULEX RESTUANS,41.768388,-87.678649,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09415991267873403,0
CULEX RESTUANS,41.704572,-87.56566600000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09471402390376218,0
CULEX RESTUANS,41.846075,-87.716277,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09459437572522753,0
CULEX PIPIENS/RESTUANS,41.891118,-87.65449100000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09738294864207957,0
CULEX RESTUANS,41.891118,-87.65449100000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09738294864207957,0
CULEX PIPIENS/RESTUANS,41.932094,-87.700117,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.0968587152882945,0
CULEX RESTUANS,41.932094,-87.700117,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.0968587152882945,0
CULEX PIPIENS/RESTUANS,41.704336,-87.70373599999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX RESTUANS,41.704336,-87.70373599999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX RESTUANS,41.682587,-87.707973,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.800737,-87.71188000000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09484583816998496,0
CULEX RESTUANS,41.800737,-87.71188000000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09484583816998496,0
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09778880443877044,0
CULEX PIPIENS,41.82561,-87.726549,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09559481642493774,0
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09559481642493774,0
CULEX RESTUANS,41.82561,-87.726549,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09559481642493774,0
CULEX PIPIENS,41.822536,-87.66634300000003,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09544555816262852,0
CULEX PIPIENS/RESTUANS,41.822536,-87.66634300000003,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09544555816262852,0
CULEX RESTUANS,41.822536,-87.66634300000003,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09544555816262852,0
CULEX RESTUANS,41.659112,-87.53869300000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS,41.662014,-87.72460799999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09735430244736994,0
CULEX PIPIENS/RESTUANS,41.662014,-87.72460799999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09735430244736994,0
CULEX RESTUANS,41.662014,-87.72460799999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09735430244736994,0
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09646161744719667,0
CULEX RESTUANS,41.963976,-87.69181,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09646161744719667,0
CULEX RESTUANS,41.964242,-87.757639,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09651467060380062,0
CULEX PIPIENS,41.801498,-87.763416,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX RESTUANS,41.801498,-87.763416,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09350262227894973,0
CULEX RESTUANS,41.803423,-87.642984,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09350262227894973,0
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09732489548428412,0
CULEX RESTUANS,41.798697,-87.736812,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09732489548428412,0
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09502660994290799,0
CULEX RESTUANS,41.986921,-87.689778,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09502660994290799,0
CULEX PIPIENS/RESTUANS,41.960616,-87.777189,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09754713905816186,0
CULEX RESTUANS,41.960616,-87.777189,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09754713905816186,0
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.0954704325758408,0
CULEX RESTUANS,41.776156,-87.778927,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09702879134862634,0
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09599451237924765,0
CULEX RESTUANS,41.77166,-87.703047,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09599451237924765,0
CULEX PIPIENS/RESTUANS,42.008314,-87.77792099999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09416239922913466,0
CULEX RESTUANS,42.008314,-87.77792099999998,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09416239922913466,0
CULEX PIPIENS,41.916265,-87.800515,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09830380644382704,0
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09830380644382704,0
CULEX RESTUANS,41.916265,-87.800515,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09830380644382704,0
CULEX RESTUANS,42.011601,-87.81150600000002,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09450745391462491,0
CULEX RESTUANS,41.754292,-87.590773,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09849915398191536,0
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09523189209434195,0
CULEX RESTUANS,41.732984,-87.649642,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09523189209434195,0
CULEX PIPIENS/RESTUANS,41.99247800000001,-87.862995,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX TERRITANS,41.99247800000001,-87.862995,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09404712481400805,0
CULEX RESTUANS,41.740641,-87.546587,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09404712481400805,0
CULEX RESTUANS,41.750498,-87.605294,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS,41.673408,-87.599862,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09371826283819723,0
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09371826283819723,0
CULEX RESTUANS,41.673408,-87.599862,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09371826283819723,0
CULEX PIPIENS,41.723195,-87.64997,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09476416311846925,0
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09476416311846925,0
CULEX RESTUANS,41.723195,-87.64997,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.09476416311846925,0
CULEX PIPIENS,41.868077,-87.666901,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX RESTUANS,41.868077,-87.666901,62.07142857142857,0.10499999999999997,49.57142857142857,63.570726263306064,2,6,2009,0.1,0
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,60.28571428571429,0.10357142857142852,46.78571428571429,61.00834901962414,3,6,2009,0.1,0
CULEX RESTUANS,41.974689,-87.890615,60.28571428571429,0.10357142857142852,46.78571428571429,61.00834901962414,3,6,2009,0.1,0
