Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,geometry,coord,spray_14,Tavg,PrecipTotal,DewPoint,R_Humid
2007-10-04,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,3,0,POINT (-87.60088 41.773215),"(41.773215, -87.60088)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,7,0,POINT (-87.60088 41.773215),"(41.773215, -87.60088)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,3,0,POINT (-87.71678799999999 41.89923),"(41.899229999999996, -87.716788)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,3,0,POINT (-87.71678799999999 41.89923),"(41.899229999999996, -87.716788)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,5,0,POINT (-87.69629300000001 41.869107),"(41.869107, -87.69629300000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,3,0,POINT (-87.69629300000001 41.869107),"(41.869107, -87.69629300000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,1,0,POINT (-87.64806400000001 41.721474),"(41.721474, -87.648064)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,8,0,POINT (-87.64806400000001 41.721474),"(41.721474, -87.648064)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,3,0,POINT (-87.68826700000001 41.903002),"(41.903002, -87.68826700000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,14,0,POINT (-87.68826700000001 41.903002),"(41.903002, -87.68826700000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,6,0,POINT (-87.654224 41.867108),"(41.867108, -87.654224)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,15,0,POINT (-87.654224 41.867108),"(41.867108, -87.654224)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0,POINT (-87.696269 41.868142),"(41.868142, -87.696269)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0,POINT (-87.696269 41.868142),"(41.868142, -87.696269)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,POINT (-87.64886 41.862292),"(41.862292, -87.64886)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,8,0,POINT (-87.64886 41.862292),"(41.862292, -87.64886)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,2,0,POINT (-87.627561 41.86921599999999),"(41.869215999999994, -87.627561)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,1,0,POINT (-87.627561 41.86921599999999),"(41.869215999999994, -87.627561)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,POINT (-87.655232 41.896282),"(41.896282, -87.655232)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,POINT (-87.655232 41.896282),"(41.896282, -87.655232)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,12,0,POINT (-87.701431 41.906638),"(41.906638, -87.701431)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,10,0,POINT (-87.701431 41.906638),"(41.906638, -87.701431)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,21,0,POINT (-87.760886 41.907645),"(41.907645, -87.760886)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,POINT (-87.760886 41.907645),"(41.907645, -87.760886)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0,POINT (-87.667736 41.994469),"(41.994469, -87.667736)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,7,0,POINT (-87.666455 41.9216),"(41.9216, -87.666455)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,7,0,POINT (-87.726737 41.911824),"(41.911823999999996, -87.726737)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,33,0,POINT (-87.726737 41.911824),"(41.911823999999996, -87.726737)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,POINT (-87.666014 41.720848),"(41.720848, -87.666014)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,1,0,POINT (-87.67591899999999 42.006858),"(42.006858, -87.675919)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,3,0,POINT (-87.674677 41.966987),"(41.966986999999996, -87.674677)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,5,0,POINT (-87.674677 41.966987),"(41.966986999999996, -87.674677)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX RESTUANS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,1,0,POINT (-87.674677 41.966987),"(41.966986999999996, -87.674677)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,3,0,POINT (-87.598865 41.692555),"(41.692555, -87.598865)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,9,0,POINT (-87.598865 41.692555),"(41.692555, -87.598865)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,6,0,POINT (-87.752329 41.918705),"(41.918704999999996, -87.752329)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,9,0,POINT (-87.752329 41.918705),"(41.918704999999996, -87.752329)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,POINT (-87.694259 41.919343),"(41.919343, -87.694259)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,POINT (-87.632085 41.921965),"(41.921965, -87.632085)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX TERRITANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,POINT (-87.632085 41.921965),"(41.921965, -87.632085)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,14,0,POINT (-87.676709 41.688324),"(41.688324, -87.676709)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,25,0,POINT (-87.676709 41.688324),"(41.688324, -87.676709)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,2,0,POINT (-87.679447 41.801179),"(41.801179, -87.679447)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,8,0,POINT (-87.679447 41.801179),"(41.801179, -87.679447)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,8,0,POINT (-87.67864899999999 41.768388),"(41.768388, -87.678649)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,7,0,POINT (-87.67864899999999 41.768388),"(41.768388, -87.678649)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,POINT (-87.67751199999999 41.731922),"(41.731922, -87.677512)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,8,0,POINT (-87.67751199999999 41.731922),"(41.731922, -87.677512)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2200 West Pershing Road, Chicago, IL 60609, USA",CULEX PIPIENS,22, W PERSHING RD,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.67837800000001,8,3,0,POINT (-87.67837800000001 41.823065),"(41.823065, -87.67837800000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0,POINT (-87.71627700000001 41.846075),"(41.846075, -87.716277)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS,25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,1,0,POINT (-87.656913 41.846283),"(41.846283, -87.656913)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,3,0,POINT (-87.656913 41.846283),"(41.846283, -87.656913)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,26,0,POINT (-87.65449100000001 41.891118),"(41.891118, -87.65449100000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,8,0,POINT (-87.65449100000001 41.891118),"(41.891118, -87.65449100000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,4,0,POINT (-87.686763 41.843811),"(41.843810999999995, -87.686763)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,3,0,POINT (-87.686763 41.843811),"(41.843810999999995, -87.686763)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,POINT (-87.70011700000001 41.932094),"(41.932094, -87.700117)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,4,0,POINT (-87.70011700000001 41.932094),"(41.932094, -87.700117)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,14,0,POINT (-87.67773699999999 41.836644),"(41.836644, -87.677737)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,3,0,POINT (-87.67773699999999 41.836644),"(41.836644, -87.677737)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,7,0,POINT (-87.694991 41.857402),"(41.857402, -87.694991)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,10,0,POINT (-87.79489599999999 41.94016),"(41.94016, -87.794896)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,15,0,POINT (-87.79489599999999 41.94016),"(41.94016, -87.794896)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,1,0,POINT (-87.70373599999999 41.704336),"(41.704336, -87.70373599999999)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3300 West Randolph Street, Chicago, IL 60612, USA",CULEX PIPIENS,33, E RANDOLPH ST,T044,"3300  E RANDOLPH ST, Chicago, IL",41.883284,-87.705085,8,1,0,POINT (-87.705085 41.883284),"(41.883284, -87.705085)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,7,0,POINT (-87.707973 41.682587),"(41.682587, -87.707973)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,3,0,POINT (-87.707973 41.682587),"(41.682587, -87.707973)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,12,1,POINT (-87.71188000000001 41.800737),"(41.800737, -87.71188000000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,5,0,POINT (-87.71188000000001 41.800737),"(41.800737, -87.71188000000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX SALINARIUS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,1,0,POINT (-87.71188000000001 41.800737),"(41.800737, -87.71188000000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX TERRITANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,1,0,POINT (-87.71188000000001 41.800737),"(41.800737, -87.71188000000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,POINT (-87.832763 41.944869),"(41.944869, -87.832763)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,5,0,POINT (-87.832763 41.944869),"(41.944869, -87.832763)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,2,0,POINT (-87.730698 41.948167),"(41.948167, -87.730698)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,2,0,POINT (-87.72654900000001 41.82561),"(41.82561, -87.726549)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,10,0,POINT (-87.72654900000001 41.82561),"(41.82561, -87.726549)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,2,0,POINT (-87.69845699999999 41.94983),"(41.94983, -87.69845699999999)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,3,0,POINT (-87.69845699999999 41.94983),"(41.94983, -87.69845699999999)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,2,0,POINT (-87.66634300000001 41.822536),"(41.822536, -87.66634300000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,2,0,POINT (-87.66634300000001 41.822536),"(41.822536, -87.66634300000001)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,1,0,POINT (-87.733974 41.953705),"(41.953705, -87.733974)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
2007-10-04,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX TERRITANS,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,1,0,POINT (-87.733974 41.953705),"(41.953705, -87.733974)",0,66.78571428571429,0.0671428571428571,51.642857142857146,58.22487901146409
